-0.683513715,0.249777919,1.573139254,-0.062939883,-0.464705771,1.141402046,-1.041814189,-0.369234526,0.495250821,-0.255479107,-0.135807067,-0.226096921,-0.216460666,0.676315638,-0.74536523,0.093785077,0.548648663,0.132240469,0.116133194,-0.610992343
-0.134362414,0.54316066,1.903420158,-0.168501724,-0.781872188,1.01100745,-1.19155976,-0.159648054,0.386023628,-0.027142378,-0.29891804,-0.313945281,-0.336053484,0.686951632,-0.651133785,9.92E-04,0.759908284,0.010708411,0.151238341,-0.57958232
0.497957027,1.169677731,0.22121651,0.630520463,-0.650742874,0.263615088,-0.613269286,0.773834337,-0.367875359,-0.200533289,-0.193882503,0.645272246,0.057184711,-0.746917388,-0.51625496,0.542260021,-0.166221244,-0.211663395,0.984183084,-0.511793948
1.539325606,1.925525793,0.904900459,0.430727667,-0.701006784,0.239668847,-1.151828953,1.529863386,-0.678362933,0.065039988,-0.100501593,0.382685073,0.48308889,-0.583888509,-0.723329653,0.882002591,-0.377583241,0.009218026,0.532627004,-0.063017278
0.452141047,1.427529999,0.584679164,0.528234565,-0.660480629,0.556764899,-0.387822716,0.849110989,-0.314314397,-0.179565032,-0.32824213,1.062185377,-0.00714753,-0.569385642,-0.324111779,0.562029817,-0.479729482,-0.197167424,0.778014641,-0.606390427
0.625065663,1.056088822,0.667356908,0.280422251,-0.780157677,0.387636364,-1.132484316,1.030363766,-0.517444962,-0.029565585,-0.221744231,0.446930425,0.377795407,-0.559638365,-0.689429368,0.811788075,-0.117429304,-0.081283594,0.859463368,-0.352194956
5.078661378,-0.847182422,0.487004833,-1.890695739,0.925898871,0.501603386,-0.102919931,0.088209974,0.073565342,-0.641627463,0.223695168,0.018612708,-0.117514393,0.327090516,-0.12040008,-0.40691444,0.2130766,0.025769376,0.189595602,0.029302311
4.032165229,-0.648885311,1.087359948,-1.055112285,0.6736957,-0.297233896,-0.669922997,1.399683514,-0.294479492,-0.086496832,0.297253717,-0.146383363,-0.210534646,0.024638799,0.124229818,0.129262822,0.077161813,-0.527766948,0.259321535,-0.031408674
6.053997764,-1.468585491,0.545939607,-1.352861817,0.192989241,0.317775195,-0.546103376,0.442219461,-0.08969892,-1.051638439,0.556426045,0.386033017,-0.394972938,-0.019340555,0.331465145,-0.286140102,-0.427591062,0.126609504,0.303599259,-0.04699144
5.620955015,-1.165808104,0.633254913,-1.776993962,0.668114728,0.345584648,-0.131105221,0.077364655,0.131719828,-0.940698211,0.35647282,0.147328266,-0.187529779,0.270849915,0.085100203,-0.399731629,-0.056421262,-0.05210591,0.239253036,-0.02755637
-2.687576576,0.152566935,-3.479494718,1.447167886,0.494303039,-0.902770852,1.513998609,-0.470336491,0.602233123,-1.607305334,1.322334989,-0.52883554,0.236204434,-0.432560393,-0.093160593,-0.015306086,-0.411089486,0.123541933,0.365754593,-0.368850523
0.269474535,0.431559576,2.39838808,-0.853893752,-0.108028793,-0.459434361,-0.766525562,1.358469396,-0.445517644,-0.015402695,0.215162324,-0.755066644,0.140368982,0.123290089,0.027395457,0.005387515,0.653904857,-0.401574562,-0.216550012,0.150396737
-0.153044153,-0.506299493,-2.138410341,0.490466102,0.823161145,-0.542608203,2.356832337,-0.554015936,-0.268273767,0.917560299,-0.744267424,0.460605722,-0.195158662,0.112268337,-1.00274669,0.83108024,-0.116462496,-0.323495191,0.433354179,0.200059708
1.962842187,0.064514234,-2.86037859,-0.716178299,0.379364118,-1.13651138,0.81846521,0.745824015,-0.398101423,0.076351707,-0.486072093,0.163347101,0.206845055,0.348035571,-0.039681768,0.078725605,0.166462435,0.356045445,-0.202189834,0.051694759
2.175744465,-0.641239593,0.088786603,-0.435249313,0.763249569,-0.517341103,-0.660264411,1.38343825,-0.270606723,0.147235732,-0.255531539,-0.12783078,-0.155565768,0.545895943,-0.501419695,-0.102051656,0.633100698,-0.225983629,-0.016679279,0.061416202
-0.548036884,0.992589249,-4.409096164,1.004256004,0.914427855,-1.171732763,2.085342468,-0.103341084,0.07317242,-0.760437677,-0.09558203,0.008461469,0.041249771,0.143400191,-0.060433652,-0.023083813,-0.103011676,0.266195059,0.202208041,-0.236396734
1.006965199,0.248597789,0.872598456,-0.056910733,-0.076886648,-0.154843413,-0.940181917,1.449502695,-0.40149038,0.025135724,-0.0497852,-0.006529565,0.055347965,-0.01090367,-0.352200444,0.282596982,0.541363649,-0.557555058,0.103924844,0.328101681
0.350057757,1.840114363,-3.734249098,1.135084029,0.608892122,-1.240321184,1.838514906,0.274463542,-0.161894686,-0.987837998,0.0238754,0.152179088,0.019788323,0.006357058,-0.074217817,-0.27372495,0.012165706,0.320014046,0.088226104,-0.086216121
4.732495901,-0.057928876,2.25049978,-1.038151549,0.172731084,-1.454274884,0.225661192,1.055720852,-0.172371043,0.842606395,-0.761392675,0.002857946,0.376357295,-0.071462163,-0.242858877,-0.186249281,-0.001672025,0.361071253,-0.186931413,-0.034801311
6.201327006,-1.562189307,-0.025675477,-0.698401293,0.198731708,-0.383262609,0.252649238,-0.189014844,0.633022213,-0.568012074,-0.075832942,0.610816189,-0.429166353,0.261947479,0.166379375,-0.782828829,0.121971606,0.046466594,0.26006309,0.190516298
0.623817026,1.206861054,0.766981385,0.415011589,-1.19651141,-0.088607844,-0.914980058,0.619611654,-0.12756234,-0.735668684,0.279422786,0.010733206,0.430933152,-0.217062476,-0.141252521,0.021643264,0.898672375,-1.010107609,0.411982661,0.639226269
2.719473089,-0.67434269,1.150424502,-0.827189433,1.106978385,-1.223117838,1.515206216,-0.469858865,-0.265392588,0.8631234,-0.674733822,-0.376926045,0.842964882,-0.115343333,-0.281375583,-0.211736003,0.117363385,-0.088111921,0.049563205,0.341560359
-0.118245718,0.168108991,-2.820641529,0.297964065,1.083483453,-1.31338257,2.10021664,-0.28266719,0.27991595,-0.527427202,-0.166338598,-0.449339084,0.969083082,-0.001126653,-0.348355075,-0.282391962,-0.300548266,-0.011749272,0.389631044,0.1587999
2.453404989,0.051617024,0.226703105,-0.810032997,1.343792116,-1.1207785,2.679826934,-1.416086525,0.185859504,0.489150897,-0.266574842,-0.616710943,0.659119214,0.012134647,-0.607229625,0.829420675,-0.474402406,-0.572114436,0.308774747,0.307200309
-1.678121806,-0.845020715,-1.894837947,-0.068910291,0.319487096,-1.567455574,1.932086486,-0.181075104,-0.264424047,0.135455585,-0.308492525,0.094054234,0.624416465,-0.400610244,-0.412168669,0.623948509,0.160025607,-0.484450384,0.061130424,0.096576367
4.880041561,-1.033729144,0.18728133,-1.990217961,1.178774534,0.3412834,-0.501539465,0.780416617,-0.172935953,-0.892836346,0.559352583,0.120715636,-0.243751619,0.229138317,0.080566371,-0.396733258,-0.011529615,-0.045189338,0.317454239,0.129129552
